1.845034601333499225e-01, 1.010800041362572461e-02, -3.889456008741369597e-02, -3.243545526366465627e-03, 3.328930111442422258e-04, -5.639536879769970531e-04, -1.600201517210382476e-03, -2.045820622411351035e-03, 1.296011411688376548e-04, 6.604148507583024012e-03, 6.494903563817078533e-04, -3.507502305294490225e-03, -1.098280201677476051e-04, 2.828003959263314230e-04, 4.720740781490271329e-04, -2.453355670403487010e-03, -1.099786825414861193e-03, 1.693946488995023286e-03, 4.302546531489542456e-03, 1.567529084201328433e-03, -2.604894823432936379e-03, 1.567529084201327999e-03, 4.302546531489541588e-03, 1.693946488995023286e-03, -1.099786825414861193e-03, -2.453355670403486576e-03, 4.720740781490269161e-04, 2.828003959263312062e-04, -1.098280201677476051e-04, -3.507502305294490225e-03, 6.494903563817079617e-04, 6.604148507583024012e-03, 1.296011411688379258e-04, -2.045820622411351035e-03, -1.600201517210382476e-03, -5.639536879769969447e-04, 3.328930111442422258e-04, -3.243545526366466061e-03, -3.889456008741369597e-02, 1.010800041362572461e-02
1.010800041362572461e-02, 1.845034601333499225e-01, 1.010800041362572461e-02, -3.889456008741369597e-02, -3.243545526366465627e-03, 3.328930111442422258e-04, -5.639536879769970531e-04, -1.600201517210382476e-03, -2.045820622411351035e-03, 1.296011411688376548e-04, 6.604148507583024012e-03, 6.494903563817078533e-04, -3.507502305294490225e-03, -1.098280201677476051e-04, 2.828003959263314230e-04, 4.720740781490271329e-04, -2.453355670403487010e-03, -1.099786825414861193e-03, 1.693946488995023286e-03, 4.302546531489542456e-03, 1.567529084201328433e-03, -2.604894823432936379e-03, 1.567529084201327999e-03, 4.302546531489541588e-03, 1.693946488995023286e-03, -1.099786825414861193e-03, -2.453355670403486576e-03, 4.720740781490269161e-04, 2.828003959263312062e-04, -1.098280201677476051e-04, -3.507502305294490225e-03, 6.494903563817079617e-04, 6.604148507583024012e-03, 1.296011411688379258e-04, -2.045820622411351035e-03, -1.600201517210382476e-03, -5.639536879769969447e-04, 3.328930111442422258e-04, -3.243545526366466061e-03, -3.889456008741369597e-02
-3.889456008741369597e-02, 1.010800041362572461e-02, 1.845034601333499225e-01, 1.010800041362572461e-02, -3.889456008741369597e-02, -3.243545526366465627e-03, 3.328930111442422258e-04, -5.639536879769970531e-04, -1.600201517210382476e-03, -2.045820622411351035e-03, 1.296011411688376548e-04, 6.604148507583024012e-03, 6.494903563817078533e-04, -3.507502305294490225e-03, -1.098280201677476051e-04, 2.828003959263314230e-04, 4.720740781490271329e-04, -2.453355670403487010e-03, -1.099786825414861193e-03, 1.693946488995023286e-03, 4.302546531489542456e-03, 1.567529084201328433e-03, -2.604894823432936379e-03, 1.567529084201327999e-03, 4.302546531489541588e-03, 1.693946488995023286e-03, -1.099786825414861193e-03, -2.453355670403486576e-03, 4.720740781490269161e-04, 2.828003959263312062e-04, -1.098280201677476051e-04, -3.507502305294490225e-03, 6.494903563817079617e-04, 6.604148507583024012e-03, 1.296011411688379258e-04, -2.045820622411351035e-03, -1.600201517210382476e-03, -5.639536879769969447e-04, 3.328930111442422258e-04, -3.243545526366466061e-03
-3.243545526366466061e-03, -3.889456008741369597e-02, 1.010800041362572461e-02, 1.845034601333499225e-01, 1.010800041362572461e-02, -3.889456008741369597e-02, -3.243545526366465627e-03, 3.328930111442422258e-04, -5.639536879769970531e-04, -1.600201517210382476e-03, -2.045820622411351035e-03, 1.296011411688376548e-04, 6.604148507583024012e-03, 6.494903563817078533e-04, -3.507502305294490225e-03, -1.098280201677476051e-04, 2.828003959263314230e-04, 4.720740781490271329e-04, -2.453355670403487010e-03, -1.099786825414861193e-03, 1.693946488995023286e-03, 4.302546531489542456e-03, 1.567529084201328433e-03, -2.604894823432936379e-03, 1.567529084201327999e-03, 4.302546531489541588e-03, 1.693946488995023286e-03, -1.099786825414861193e-03, -2.453355670403486576e-03, 4.720740781490269161e-04, 2.828003959263312062e-04, -1.098280201677476051e-04, -3.507502305294490225e-03, 6.494903563817079617e-04, 6.604148507583024012e-03, 1.296011411688379258e-04, -2.045820622411351035e-03, -1.600201517210382476e-03, -5.639536879769969447e-04, 3.328930111442422258e-04
3.328930111442422258e-04, -3.243545526366466061e-03, -3.889456008741369597e-02, 1.010800041362572461e-02, 1.845034601333499225e-01, 1.010800041362572461e-02, -3.889456008741369597e-02, -3.243545526366465627e-03, 3.328930111442422258e-04, -5.639536879769970531e-04, -1.600201517210382476e-03, -2.045820622411351035e-03, 1.296011411688376548e-04, 6.604148507583024012e-03, 6.494903563817078533e-04, -3.507502305294490225e-03, -1.098280201677476051e-04, 2.828003959263314230e-04, 4.720740781490271329e-04, -2.453355670403487010e-03, -1.099786825414861193e-03, 1.693946488995023286e-03, 4.302546531489542456e-03, 1.567529084201328433e-03, -2.604894823432936379e-03, 1.567529084201327999e-03, 4.302546531489541588e-03, 1.693946488995023286e-03, -1.099786825414861193e-03, -2.453355670403486576e-03, 4.720740781490269161e-04, 2.828003959263312062e-04, -1.098280201677476051e-04, -3.507502305294490225e-03, 6.494903563817079617e-04, 6.604148507583024012e-03, 1.296011411688379258e-04, -2.045820622411351035e-03, -1.600201517210382476e-03, -5.639536879769969447e-04
-5.639536879769969447e-04, 3.328930111442422258e-04, -3.243545526366466061e-03, -3.889456008741369597e-02, 1.010800041362572461e-02, 1.845034601333499225e-01, 1.010800041362572461e-02, -3.889456008741369597e-02, -3.243545526366465627e-03, 3.328930111442422258e-04, -5.639536879769970531e-04, -1.600201517210382476e-03, -2.045820622411351035e-03, 1.296011411688376548e-04, 6.604148507583024012e-03, 6.494903563817078533e-04, -3.507502305294490225e-03, -1.098280201677476051e-04, 2.828003959263314230e-04, 4.720740781490271329e-04, -2.453355670403487010e-03, -1.099786825414861193e-03, 1.693946488995023286e-03, 4.302546531489542456e-03, 1.567529084201328433e-03, -2.604894823432936379e-03, 1.567529084201327999e-03, 4.302546531489541588e-03, 1.693946488995023286e-03, -1.099786825414861193e-03, -2.453355670403486576e-03, 4.720740781490269161e-04, 2.828003959263312062e-04, -1.098280201677476051e-04, -3.507502305294490225e-03, 6.494903563817079617e-04, 6.604148507583024012e-03, 1.296011411688379258e-04, -2.045820622411351035e-03, -1.600201517210382476e-03
-1.600201517210382476e-03, -5.639536879769969447e-04, 3.328930111442422258e-04, -3.243545526366466061e-03, -3.889456008741369597e-02, 1.010800041362572461e-02, 1.845034601333499225e-01, 1.010800041362572461e-02, -3.889456008741369597e-02, -3.243545526366465627e-03, 3.328930111442422258e-04, -5.639536879769970531e-04, -1.600201517210382476e-03, -2.045820622411351035e-03, 1.296011411688376548e-04, 6.604148507583024012e-03, 6.494903563817078533e-04, -3.507502305294490225e-03, -1.098280201677476051e-04, 2.828003959263314230e-04, 4.720740781490271329e-04, -2.453355670403487010e-03, -1.099786825414861193e-03, 1.693946488995023286e-03, 4.302546531489542456e-03, 1.567529084201328433e-03, -2.604894823432936379e-03, 1.567529084201327999e-03, 4.302546531489541588e-03, 1.693946488995023286e-03, -1.099786825414861193e-03, -2.453355670403486576e-03, 4.720740781490269161e-04, 2.828003959263312062e-04, -1.098280201677476051e-04, -3.507502305294490225e-03, 6.494903563817079617e-04, 6.604148507583024012e-03, 1.296011411688379258e-04, -2.045820622411351035e-03
-2.045820622411351035e-03, -1.600201517210382476e-03, -5.639536879769969447e-04, 3.328930111442422258e-04, -3.243545526366466061e-03, -3.889456008741369597e-02, 1.010800041362572461e-02, 1.845034601333499225e-01, 1.010800041362572461e-02, -3.889456008741369597e-02, -3.243545526366465627e-03, 3.328930111442422258e-04, -5.639536879769970531e-04, -1.600201517210382476e-03, -2.045820622411351035e-03, 1.296011411688376548e-04, 6.604148507583024012e-03, 6.494903563817078533e-04, -3.507502305294490225e-03, -1.098280201677476051e-04, 2.828003959263314230e-04, 4.720740781490271329e-04, -2.453355670403487010e-03, -1.099786825414861193e-03, 1.693946488995023286e-03, 4.302546531489542456e-03, 1.567529084201328433e-03, -2.604894823432936379e-03, 1.567529084201327999e-03, 4.302546531489541588e-03, 1.693946488995023286e-03, -1.099786825414861193e-03, -2.453355670403486576e-03, 4.720740781490269161e-04, 2.828003959263312062e-04, -1.098280201677476051e-04, -3.507502305294490225e-03, 6.494903563817079617e-04, 6.604148507583024012e-03, 1.296011411688379258e-04
1.296011411688379258e-04, -2.045820622411351035e-03, -1.600201517210382476e-03, -5.639536879769969447e-04, 3.328930111442422258e-04, -3.243545526366466061e-03, -3.889456008741369597e-02, 1.010800041362572461e-02, 1.845034601333499225e-01, 1.010800041362572461e-02, -3.889456008741369597e-02, -3.243545526366465627e-03, 3.328930111442422258e-04, -5.639536879769970531e-04, -1.600201517210382476e-03, -2.045820622411351035e-03, 1.296011411688376548e-04, 6.604148507583024012e-03, 6.494903563817078533e-04, -3.507502305294490225e-03, -1.098280201677476051e-04, 2.828003959263314230e-04, 4.720740781490271329e-04, -2.453355670403487010e-03, -1.099786825414861193e-03, 1.693946488995023286e-03, 4.302546531489542456e-03, 1.567529084201328433e-03, -2.604894823432936379e-03, 1.567529084201327999e-03, 4.302546531489541588e-03, 1.693946488995023286e-03, -1.099786825414861193e-03, -2.453355670403486576e-03, 4.720740781490269161e-04, 2.828003959263312062e-04, -1.098280201677476051e-04, -3.507502305294490225e-03, 6.494903563817079617e-04, 6.604148507583024012e-03
6.604148507583024012e-03, 1.296011411688379258e-04, -2.045820622411351035e-03, -1.600201517210382476e-03, -5.639536879769969447e-04, 3.328930111442422258e-04, -3.243545526366466061e-03, -3.889456008741369597e-02, 1.010800041362572461e-02, 1.845034601333499225e-01, 1.010800041362572461e-02, -3.889456008741369597e-02, -3.243545526366465627e-03, 3.328930111442422258e-04, -5.639536879769970531e-04, -1.600201517210382476e-03, -2.045820622411351035e-03, 1.296011411688376548e-04, 6.604148507583024012e-03, 6.494903563817078533e-04, -3.507502305294490225e-03, -1.098280201677476051e-04, 2.828003959263314230e-04, 4.720740781490271329e-04, -2.453355670403487010e-03, -1.099786825414861193e-03, 1.693946488995023286e-03, 4.302546531489542456e-03, 1.567529084201328433e-03, -2.604894823432936379e-03, 1.567529084201327999e-03, 4.302546531489541588e-03, 1.693946488995023286e-03, -1.099786825414861193e-03, -2.453355670403486576e-03, 4.720740781490269161e-04, 2.828003959263312062e-04, -1.098280201677476051e-04, -3.507502305294490225e-03, 6.494903563817079617e-04
